PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,HasCabin,Title,CatAge,CatFare
531,1.0,2,female,1,1,S,False,Miss,0,2
532,0.0,3,male,0,0,C,False,Mr,1,0
533,0.0,3,male,1,1,C,False,Mr,0,0
534,1.0,3,female,0,2,C,False,Mrs,0,2
535,0.0,3,female,0,0,S,False,Miss,2,1
536,1.0,2,female,0,2,S,False,Miss,0,2
537,0.0,1,male,0,0,S,True,Unique,3,2
538,1.0,1,female,0,0,C,False,Miss,2,3
539,0.0,3,male,0,0,S,False,Mr,1,2
540,1.0,1,female,0,2,C,True,Miss,0,3
541,1.0,1,female,0,2,S,True,Miss,2,3
542,0.0,3,female,4,2,S,False,Miss,0,2
543,0.0,3,female,4,2,S,False,Miss,0,2
544,1.0,2,male,1,0,S,False,Mr,2,2
545,0.0,1,male,1,0,C,True,Mr,3,3
546,0.0,1,male,0,0,S,False,Mr,3,2
547,1.0,2,female,1,0,S,False,Mrs,0,2
548,1.0,2,male,0,0,C,False,Mr,2,1
549,0.0,3,male,1,1,S,False,Mr,2,2
550,1.0,2,male,1,1,S,False,Master,0,3
551,1.0,1,male,0,2,C,True,Mr,0,3
552,0.0,2,male,0,0,S,False,Mr,2,2
553,0.0,3,male,0,0,Q,False,Mr,1,0
554,1.0,3,male,0,0,C,False,Mr,0,0
555,1.0,3,female,0,0,S,False,Miss,0,0
556,0.0,1,male,0,0,S,False,Mr,3,2
557,1.0,1,female,1,0,C,True,Unique,3,3
558,0.0,1,male,0,0,C,False,Mr,3,3
559,1.0,1,female,1,1,S,True,Mrs,3,3
560,1.0,3,female,1,0,S,False,Mrs,2,2
561,0.0,3,male,0,0,Q,False,Mr,1,0
562,0.0,3,male,0,0,S,False,Mr,3,0
563,0.0,2,male,0,0,S,False,Mr,2,1
564,0.0,3,male,0,0,S,False,Mr,1,1
565,0.0,3,female,0,0,S,False,Miss,0,1
566,0.0,3,male,2,0,S,False,Mr,1,2
567,0.0,3,male,0,0,S,False,Mr,0,0
568,0.0,3,female,0,4,S,False,Mrs,2,2
569,0.0,3,male,0,0,C,False,Mr,1,0
570,1.0,3,male,0,0,S,False,Mr,2,0
571,1.0,2,male,0,0,S,False,Mr,3,1
572,1.0,1,female,2,0,S,True,Mrs,3,3
573,1.0,1,male,0,0,S,True,Mr,2,2
574,1.0,3,female,0,0,Q,False,Miss,0,0
575,0.0,3,male,0,0,S,False,Mr,0,1
576,0.0,3,male,0,0,S,False,Mr,0,2
577,1.0,2,female,0,0,S,False,Miss,2,1
578,1.0,1,female,1,0,S,True,Mrs,3,3
579,0.0,3,female,1,0,C,False,Mrs,0,2
580,1.0,3,male,0,0,S,False,Mr,2,1
581,1.0,2,female,1,1,S,False,Miss,1,2
582,1.0,1,female,1,1,C,True,Mrs,3,3
583,0.0,2,male,0,0,S,False,Mr,3,2
584,0.0,1,male,0,0,C,True,Mr,2,3
585,0.0,3,male,0,0,C,False,Mr,1,1
586,1.0,1,female,0,2,S,True,Miss,0,3
587,0.0,2,male,0,0,S,False,Mr,3,2
588,1.0,1,male,1,1,C,True,Mr,3,3
589,0.0,3,male,0,0,S,False,Mr,0,1
590,0.0,3,male,0,0,S,False,Mr,1,1
591,0.0,3,male,0,0,S,False,Mr,2,0
592,1.0,1,female,1,0,C,True,Mrs,3,3
593,0.0,3,male,0,0,S,False,Mr,3,0
594,0.0,3,female,0,2,Q,False,Miss,0,0
595,0.0,2,male,1,0,S,False,Mr,3,2
596,0.0,3,male,1,1,S,False,Mr,2,2
597,1.0,2,female,0,0,S,False,Miss,2,3
598,0.0,3,male,0,0,S,False,Mr,3,0
599,0.0,3,male,0,0,C,False,Mr,1,0
600,1.0,1,male,1,0,C,True,Unique,3,3
601,1.0,2,female,2,1,S,False,Mrs,1,2
602,0.0,3,male,0,0,S,False,Mr,1,0
603,0.0,1,male,0,0,S,False,Mr,3,3
604,0.0,3,male,0,0,S,False,Mr,3,1
605,1.0,1,male,0,0,C,False,Mr,2,2
606,0.0,3,male,1,0,S,False,Mr,2,2
607,0.0,3,male,0,0,S,False,Mr,2,0
608,1.0,1,male,0,0,S,False,Mr,2,2
609,1.0,2,female,1,2,C,False,Mrs,0,3
610,1.0,1,female,0,0,S,True,Miss,3,3
611,0.0,3,female,1,5,S,False,Mrs,3,2
612,0.0,3,male,0,0,S,False,Mr,1,0
613,1.0,3,female,1,0,Q,False,Miss,0,2
614,0.0,3,male,0,0,Q,False,Mr,1,0
615,0.0,3,male,0,0,S,False,Mr,2,1
616,1.0,2,female,1,2,S,False,Miss,1,3
617,0.0,3,male,1,1,S,False,Mr,2,1
618,0.0,3,female,1,0,S,False,Mrs,1,2
619,1.0,2,female,2,1,S,True,Miss,0,3
620,0.0,2,male,0,0,S,False,Mr,1,1
621,0.0,3,male,1,0,C,False,Mr,2,1
622,1.0,1,male,1,0,S,True,Mr,3,3
623,1.0,3,male,1,1,C,False,Mr,0,2
624,0.0,3,male,0,0,S,False,Mr,0,0
625,0.0,3,male,0,0,S,False,Mr,0,2
626,0.0,1,male,0,0,S,True,Mr,3,3
627,0.0,2,male,0,0,Q,False,Unique,3,1
628,1.0,1,female,0,0,S,True,Miss,0,3
629,0.0,3,male,0,0,S,False,Mr,1,0
630,0.0,3,male,0,0,Q,False,Mr,1,0
631,1.0,1,male,0,0,S,True,Mr,3,2
632,0.0,3,male,0,0,S,False,Mr,3,0
633,1.0,1,male,0,0,C,True,Unique,2,2
634,0.0,1,male,0,0,S,False,Mr,3,0
635,0.0,3,female,3,2,S,False,Miss,0,2
636,1.0,2,female,0,0,S,False,Miss,2,1
637,0.0,3,male,0,0,S,False,Mr,2,1
638,0.0,2,male,1,1,S,False,Mr,2,2
639,0.0,3,female,0,5,S,False,Mrs,3,3
640,0.0,3,male,1,0,S,False,Mr,1,2
641,0.0,3,male,0,0,S,False,Mr,0,0
642,1.0,1,female,0,0,C,True,Miss,1,3
643,0.0,3,female,3,2,S,False,Miss,0,2
644,1.0,3,male,0,0,S,False,Mr,1,3
645,1.0,3,female,2,1,C,False,Miss,0,2
646,1.0,1,male,1,0,C,True,Mr,3,3
647,0.0,3,male,0,0,S,False,Mr,0,0
648,1.0,1,male,0,0,C,True,Unique,3,3
649,0.0,3,male,0,0,S,False,Mr,1,0
650,1.0,3,female,0,0,S,False,Miss,1,0
651,0.0,3,male,0,0,S,False,Mr,1,0
652,1.0,2,female,0,1,S,False,Miss,0,2
653,0.0,3,male,0,0,S,False,Mr,0,1
654,1.0,3,female,0,0,Q,False,Miss,0,0
655,0.0,3,female,0,0,Q,False,Miss,0,0
656,0.0,2,male,2,0,S,False,Mr,1,3
657,0.0,3,male,0,0,S,False,Mr,1,0
658,0.0,3,female,1,1,Q,False,Mrs,2,2
659,0.0,2,male,0,0,S,False,Mr,1,1
660,0.0,1,male,0,2,C,True,Mr,3,3
661,1.0,1,male,2,0,S,False,Unique,3,3
662,0.0,3,male,0,0,C,False,Mr,3,0
663,0.0,1,male,0,0,S,True,Mr,3,2
664,0.0,3,male,0,0,S,False,Mr,2,0
665,1.0,3,male,1,0,S,False,Mr,0,1
666,0.0,2,male,2,0,S,False,Mr,2,3
667,0.0,2,male,0,0,S,False,Mr,1,1
668,0.0,3,male,0,0,S,False,Mr,1,0
669,0.0,3,male,0,0,S,False,Mr,3,1
670,1.0,1,female,1,0,S,True,Mrs,2,3
671,1.0,2,female,1,1,S,False,Mrs,3,3
672,0.0,1,male,1,0,S,True,Mr,2,3
673,0.0,2,male,0,0,S,False,Mr,3,1
674,1.0,2,male,0,0,S,False,Mr,2,1
675,0.0,2,male,0,0,S,False,Mr,2,0
676,0.0,3,male,0,0,S,False,Mr,0,0
677,0.0,3,male,0,0,S,False,Mr,1,1
678,1.0,3,female,0,0,S,False,Miss,0,1
679,0.0,3,female,1,6,S,False,Mrs,3,3
680,1.0,1,male,0,1,C,True,Mr,2,3
681,0.0,3,female,0,0,Q,False,Miss,0,1
682,1.0,1,male,0,0,C,True,Mr,2,3
683,0.0,3,male,0,0,S,False,Mr,0,1
684,0.0,3,male,5,2,S,False,Mr,0,3
685,0.0,2,male,1,1,S,False,Mr,3,3
686,0.0,2,male,1,2,C,False,Mr,1,3
687,0.0,3,male,4,1,S,False,Mr,0,3
688,0.0,3,male,0,0,S,False,Mr,0,1
689,0.0,3,male,0,0,S,False,Mr,0,0
690,1.0,1,female,0,1,S,True,Miss,0,3
691,1.0,1,male,1,0,S,True,Mr,2,3
692,1.0,3,female,0,1,C,False,Miss,0,1
693,1.0,3,male,0,0,S,False,Mr,1,3
694,0.0,3,male,0,0,C,False,Mr,1,0
695,0.0,1,male,0,0,S,False,Unique,3,2
696,0.0,2,male,0,0,S,False,Mr,3,1
697,0.0,3,male,0,0,S,False,Mr,3,1
698,1.0,3,female,0,0,Q,False,Miss,0,0
699,0.0,1,male,1,1,C,True,Mr,3,3
700,0.0,3,male,0,0,S,True,Mr,3,0
701,1.0,1,female,1,0,C,True,Mrs,0,3
702,1.0,1,male,0,0,S,True,Mr,2,2
703,0.0,3,female,0,1,C,False,Miss,0,1
704,0.0,3,male,0,0,Q,False,Mr,1,0
705,0.0,3,male,1,0,S,False,Mr,1,0
706,0.0,2,male,0,0,S,False,Mr,3,2
707,1.0,2,female,0,0,S,False,Mrs,3,1
708,1.0,1,male,0,0,S,True,Mr,3,2
709,1.0,1,female,0,0,S,False,Miss,0,3
710,1.0,3,male,1,1,C,False,Master,1,2
711,1.0,1,female,0,0,C,True,Miss,1,3
712,0.0,1,male,0,0,S,True,Mr,3,2
713,1.0,1,male,1,0,S,True,Mr,3,3
714,0.0,3,male,0,0,S,False,Mr,2,1
715,0.0,2,male,0,0,S,False,Mr,3,1
716,0.0,3,male,0,0,S,True,Mr,0,0
717,1.0,1,female,0,0,C,True,Miss,3,3
718,1.0,2,female,0,0,S,True,Miss,2,1
719,0.0,3,male,0,0,Q,False,Mr,1,2
720,0.0,3,male,0,0,S,False,Mr,2,0
721,1.0,2,female,0,1,S,False,Miss,0,3
722,0.0,3,male,1,0,S,False,Mr,0,0
723,0.0,2,male,0,0,S,False,Mr,2,1
724,0.0,2,male,0,0,S,False,Mr,3,1
725,1.0,1,male,1,0,S,True,Mr,2,3
726,0.0,3,male,0,0,S,False,Mr,0,1
727,1.0,2,female,3,0,S,False,Mrs,2,2
728,1.0,3,female,0,0,Q,False,Miss,0,0
729,0.0,2,male,1,0,S,False,Mr,1,2
730,0.0,3,female,1,0,S,False,Miss,1,1
731,1.0,1,female,0,0,S,True,Miss,2,3
732,0.0,3,male,0,0,C,False,Mr,0,2
733,0.0,2,male,0,0,S,False,Mr,2,0
734,0.0,2,male,0,0,S,False,Mr,1,1
735,0.0,2,male,0,0,S,False,Mr,1,1
736,0.0,3,male,0,0,S,False,Mr,2,2
737,0.0,3,female,1,3,S,False,Mrs,3,3
738,1.0,1,male,0,0,C,True,Mr,2,3
739,0.0,3,male,0,0,S,False,Mr,1,0
740,0.0,3,male,0,0,S,False,Mr,1,0
741,1.0,1,male,0,0,S,True,Mr,3,2
742,0.0,1,male,1,0,S,True,Mr,2,3
743,1.0,1,female,2,2,C,True,Miss,0,3
744,0.0,3,male,1,0,S,False,Mr,1,2
745,1.0,3,male,0,0,S,False,Mr,2,1
746,0.0,1,male,1,1,S,True,Unique,3,3
747,0.0,3,male,1,1,S,False,Mr,0,2
748,1.0,2,female,0,0,S,False,Miss,2,1
749,0.0,1,male,1,0,S,True,Mr,0,3
750,0.0,3,male,0,0,Q,False,Mr,2,0
751,1.0,2,female,1,1,S,False,Miss,0,2
752,1.0,3,male,0,1,S,True,Master,0,1
753,0.0,3,male,0,0,S,False,Mr,2,1
754,0.0,3,male,0,0,S,False,Mr,1,0
755,1.0,2,female,1,2,S,False,Mrs,3,3
756,1.0,2,male,1,1,S,False,Master,0,2
757,0.0,3,male,0,0,S,False,Mr,2,0
758,0.0,2,male,0,0,S,False,Mr,0,1
759,0.0,3,male,0,0,S,False,Mr,2,1
760,1.0,1,female,0,0,S,True,Unique,2,3
761,0.0,3,male,0,0,S,False,Mr,1,2
762,0.0,3,male,0,0,S,False,Mr,3,0
763,1.0,3,male,0,0,C,False,Mr,0,0
764,1.0,1,female,1,2,S,True,Mrs,2,3
765,0.0,3,male,0,0,S,False,Mr,0,0
766,1.0,1,female,1,0,S,True,Mrs,3,3
767,0.0,1,male,0,0,C,False,Unique,3,3
768,0.0,3,female,0,0,Q,False,Miss,2,0
769,0.0,3,male,1,0,Q,False,Mr,1,2
770,0.0,3,male,0,0,S,False,Mr,2,1
771,0.0,3,male,0,0,S,False,Mr,1,1
772,0.0,3,male,0,0,S,False,Mr,3,0
773,0.0,2,female,0,0,S,True,Mrs,3,1
774,0.0,3,male,0,0,C,False,Mr,1,0
775,1.0,2,female,1,3,S,False,Mrs,3,2
776,0.0,3,male,0,0,S,False,Mr,0,0
777,0.0,3,male,0,0,Q,True,Mr,1,0
778,1.0,3,female,0,0,S,False,Miss,0,1
779,0.0,3,male,0,0,Q,False,Mr,1,0
780,1.0,1,female,0,1,S,True,Mrs,3,3
781,1.0,3,female,0,0,C,False,Miss,0,0
782,1.0,1,female,1,0,S,True,Mrs,0,3
783,0.0,1,male,0,0,S,True,Mr,2,2
784,0.0,3,male,1,2,S,False,Mr,1,2
785,0.0,3,male,0,0,S,False,Mr,1,0
786,0.0,3,male,0,0,S,False,Mr,1,0
787,1.0,3,female,0,0,S,False,Miss,0,0
788,0.0,3,male,4,1,Q,False,Master,0,2
789,1.0,3,male,1,2,S,False,Master,0,2
790,0.0,1,male,0,0,C,True,Mr,3,3
791,0.0,3,male,0,0,Q,False,Mr,1,0
792,0.0,2,male,0,0,S,False,Mr,0,2
793,0.0,3,female,8,2,S,False,Miss,0,3
794,0.0,1,male,0,0,C,False,Mr,3,2
795,0.0,3,male,0,0,S,False,Mr,1,0
796,0.0,2,male,0,0,S,False,Mr,3,1
797,1.0,1,female,0,0,S,True,Unique,3,2
798,1.0,3,female,0,0,S,False,Mrs,2,1
799,0.0,3,male,0,0,C,False,Mr,2,0
800,0.0,3,female,1,1,S,False,Mrs,2,2
801,0.0,2,male,0,0,S,False,Mr,2,1
802,1.0,2,female,1,1,S,False,Mrs,2,2
803,1.0,1,male,1,2,S,True,Master,0,3
804,1.0,3,male,0,1,C,False,Master,0,1
805,1.0,3,male,0,0,S,False,Mr,2,0
806,0.0,3,male,0,0,S,False,Mr,2,0
807,0.0,1,male,0,0,S,True,Mr,3,0
808,0.0,3,female,0,0,S,False,Miss,0,0
809,0.0,2,male,0,0,S,False,Mr,3,1
810,1.0,1,female,1,0,S,True,Mrs,2,3
811,0.0,3,male,0,0,S,False,Mr,1,0
812,0.0,3,male,0,0,S,False,Mr,3,2
813,0.0,2,male,0,0,S,False,Mr,2,1
814,0.0,3,female,4,2,S,False,Miss,0,2
815,0.0,3,male,0,0,S,False,Mr,2,1
816,0.0,1,male,0,0,S,True,Mr,3,0
817,0.0,3,female,0,0,S,False,Miss,1,1
818,0.0,2,male,1,1,C,False,Mr,2,3
819,0.0,3,male,0,0,S,False,Mr,3,0
820,0.0,3,male,3,2,S,False,Master,0,2
821,1.0,1,female,1,1,S,True,Mrs,3,3
822,1.0,3,male,0,0,S,False,Mr,2,1
823,0.0,1,male,0,0,S,False,Unique,3,0
824,1.0,3,female,0,1,S,True,Mrs,2,1
825,0.0,3,male,4,1,S,False,Master,0,3
826,0.0,3,male,0,0,Q,False,Mr,1,0
827,0.0,3,male,0,0,S,False,Mr,1,3
828,1.0,2,male,0,2,C,False,Master,0,3
829,1.0,3,male,0,0,Q,False,Mr,1,0
830,1.0,1,female,0,0,S,True,Mrs,3,3
831,1.0,3,female,1,0,C,False,Mrs,0,1
832,1.0,2,male,1,1,S,False,Master,0,2
833,0.0,3,male,0,0,C,False,Mr,1,0
834,0.0,3,male,0,0,S,False,Mr,1,0
835,0.0,3,male,0,0,S,False,Mr,0,1
836,1.0,1,female,1,1,C,True,Miss,3,3
837,0.0,3,male,0,0,S,False,Mr,0,1
838,0.0,3,male,0,0,S,False,Mr,1,1
839,1.0,3,male,0,0,S,False,Mr,2,3
840,1.0,1,male,0,0,C,True,Mr,3,2
841,0.0,3,male,0,0,S,False,Mr,0,1
842,0.0,2,male,0,0,S,False,Mr,0,1
843,1.0,1,female,0,0,C,False,Miss,2,2
844,0.0,3,male,0,0,C,False,Mr,2,0
845,0.0,3,male,0,0,S,False,Mr,0,1
846,0.0,3,male,0,0,S,False,Mr,3,0
847,0.0,3,male,8,2,S,False,Mr,1,3
848,0.0,3,male,0,0,C,False,Mr,2,0
849,0.0,2,male,0,1,S,False,Unique,2,3
850,1.0,1,female,1,0,C,True,Mrs,2,3
851,0.0,3,male,4,2,S,False,Master,0,2
852,0.0,3,male,0,0,S,False,Mr,3,0
853,0.0,3,female,1,1,C,False,Miss,0,2
854,1.0,1,female,0,1,S,True,Miss,0,3
855,0.0,2,female,1,0,S,False,Mrs,3,2
856,1.0,3,female,0,1,S,False,Mrs,0,1
857,1.0,1,female,1,1,S,False,Mrs,3,3
858,1.0,1,male,0,0,S,True,Mr,3,2
859,1.0,3,female,0,3,C,False,Mrs,1,2
860,0.0,3,male,0,0,C,False,Mr,1,0
861,0.0,3,male,2,0,S,False,Mr,3,1
862,0.0,2,male,1,0,S,False,Mr,0,1
863,1.0,1,female,0,0,S,True,Mrs,3,2
864,0.0,3,female,8,2,S,False,Miss,0,3
865,0.0,2,male,0,0,S,False,Mr,1,1
866,1.0,2,female,0,0,S,False,Mrs,3,1
867,1.0,2,female,1,0,C,False,Miss,2,1
868,0.0,1,male,0,0,S,True,Mr,2,3
869,0.0,3,male,0,0,S,False,Mr,1,1
870,1.0,3,male,1,1,S,False,Master,0,1
871,0.0,3,male,0,0,S,False,Mr,1,0
872,1.0,1,female,1,1,S,True,Mrs,3,3
873,0.0,1,male,0,0,S,True,Mr,2,0
874,0.0,3,male,0,0,S,False,Mr,3,1
875,1.0,2,female,1,0,C,False,Mrs,2,2
876,1.0,3,female,0,0,C,False,Miss,0,0
877,0.0,3,male,0,0,S,False,Mr,0,1
878,0.0,3,male,0,0,S,False,Mr,0,0
879,0.0,3,male,0,0,S,False,Mr,1,0
880,1.0,1,female,0,1,C,True,Mrs,3,3
881,1.0,2,female,0,1,S,False,Mrs,1,2
882,0.0,3,male,0,0,S,False,Mr,2,0
883,0.0,3,female,0,0,S,False,Miss,0,1
884,0.0,2,male,0,0,S,False,Mr,2,1
885,0.0,3,male,0,0,S,False,Mr,1,0
886,0.0,3,female,0,5,Q,False,Mrs,3,2
887,0.0,2,male,0,0,S,False,Unique,2,1
888,1.0,1,female,0,0,S,True,Miss,0,2
889,0.0,3,female,1,2,S,False,Miss,0,2
890,1.0,1,male,0,0,C,True,Mr,1,2
891,0.0,3,male,0,0,Q,False,Mr,2,0
892,,3,male,0,0,Q,False,Mr,2,0
893,,3,female,1,0,S,False,Mrs,3,0
894,,2,male,0,0,Q,False,Mr,3,1
895,,3,male,0,0,S,False,Mr,2,1
896,,3,female,1,1,S,False,Mrs,0,1
897,,3,male,0,0,S,False,Mr,0,1
898,,3,female,0,0,Q,False,Miss,2,0
899,,2,male,1,1,S,False,Mr,1,2
900,,3,female,0,0,C,False,Mrs,0,0
901,,3,male,2,0,S,False,Mr,0,2
902,,3,male,0,0,S,False,Mr,1,0
903,,1,male,0,0,S,False,Mr,3,2
904,,1,female,1,0,S,True,Mrs,1,3
905,,2,male,1,0,S,False,Mr,3,2
906,,1,female,1,0,S,True,Mrs,3,3
907,,2,female,1,0,C,False,Mrs,1,2
908,,2,male,0,0,Q,False,Mr,2,1
909,,3,male,0,0,C,False,Mr,0,0
910,,3,female,1,0,S,False,Miss,2,1
911,,3,female,0,0,C,False,Mrs,3,0
912,,1,male,1,0,C,False,Mr,3,3
913,,3,male,0,1,S,False,Master,0,0
914,,1,female,0,0,S,False,Mrs,2,3
915,,1,male,0,1,C,False,Mr,0,3
916,,1,female,1,3,C,True,Mrs,3,3
917,,3,male,1,0,S,False,Mr,3,2
918,,1,female,0,1,C,True,Miss,0,3
919,,3,male,0,0,C,False,Mr,1,0
920,,1,male,0,0,S,True,Mr,3,2
921,,3,male,2,0,C,False,Mr,1,2
922,,2,male,1,0,S,False,Mr,3,2
923,,2,male,2,0,S,False,Mr,1,3
924,,3,female,1,2,S,False,Mrs,2,2
925,,3,female,1,2,S,False,Mrs,0,2
926,,1,male,1,0,C,True,Mr,2,3
927,,3,male,0,0,C,False,Mr,0,0
928,,3,female,0,0,S,False,Miss,0,1
929,,3,female,0,0,S,False,Miss,0,1
930,,3,male,0,0,S,False,Mr,1,1
931,,3,male,0,0,S,False,Mr,1,3
932,,3,male,0,1,C,False,Mr,3,1
933,,1,male,0,0,S,True,Mr,3,2
934,,3,male,0,0,S,False,Mr,3,0
935,,2,female,0,0,S,False,Mrs,2,1
936,,1,female,1,0,S,True,Mrs,3,3
937,,3,male,0,0,S,False,Mr,1,1
938,,1,male,0,0,C,True,Mr,3,2
939,,3,male,0,0,Q,False,Mr,1,0
940,,1,female,0,0,C,True,Mrs,3,3
941,,3,female,0,2,S,False,Mrs,2,2
942,,1,male,1,0,S,True,Mr,1,3
943,,2,male,0,0,C,False,Mr,2,2
944,,2,female,2,1,S,False,Miss,0,2
945,,1,female,3,2,S,True,Miss,2,3
946,,2,male,0,0,C,False,Mr,2,2
947,,3,male,4,1,Q,False,Master,0,2
948,,3,male,0,0,S,False,Mr,2,0
949,,3,male,0,0,S,True,Mr,1,0
950,,3,male,1,0,S,False,Mr,1,2
951,,1,female,0,0,C,True,Miss,2,3
952,,3,male,0,0,S,False,Mr,0,0
953,,2,male,0,0,S,False,Mr,2,1
954,,3,male,0,0,S,False,Mr,0,0
955,,3,female,0,0,Q,False,Miss,0,0
956,,1,male,2,2,C,True,Master,0,3
957,,2,female,0,0,S,False,Mrs,2,2
958,,3,female,0,0,Q,False,Miss,0,0
959,,1,male,0,0,S,False,Mr,3,3
960,,1,male,0,0,C,True,Mr,2,2
961,,1,female,1,4,S,True,Mrs,3,3
962,,3,female,0,0,Q,False,Miss,1,0
963,,3,male,0,0,S,False,Mr,0,0
964,,3,female,0,0,S,False,Miss,2,1
965,,1,male,0,0,C,True,Mr,2,2
966,,1,female,0,0,C,True,Miss,2,3
967,,1,male,0,0,C,True,Mr,2,3
968,,3,male,0,0,S,False,Mr,1,1
969,,1,female,2,0,S,True,Mrs,3,2
970,,2,male,0,0,S,False,Mr,2,1
971,,3,female,0,0,Q,False,Miss,1,0
972,,3,male,1,1,C,False,Master,0,2
973,,1,male,1,0,S,True,Mr,3,3
974,,1,male,0,0,S,False,Mr,3,2
975,,3,male,0,0,S,False,Mr,1,0
976,,2,male,0,0,Q,False,Mr,2,1
977,,3,male,1,0,C,False,Mr,1,1
978,,3,female,0,0,Q,False,Miss,2,0
979,,3,female,0,0,S,False,Miss,0,1
980,,3,female,0,0,Q,False,Miss,0,0
981,,2,male,1,1,S,False,Master,0,2
982,,3,female,1,0,S,False,Mrs,0,1
983,,3,male,0,0,S,False,Mr,1,0
984,,1,female,1,2,S,True,Mrs,2,3
985,,3,male,0,0,S,False,Mr,1,1
986,,1,male,0,0,C,False,Mr,1,2
987,,3,male,0,0,S,False,Mr,1,0
988,,1,female,1,0,S,True,Mrs,3,3
989,,3,male,0,0,S,False,Mr,2,1
990,,3,female,0,0,S,False,Miss,0,0
991,,3,male,0,0,S,False,Mr,2,1
992,,1,female,1,0,C,True,Mrs,3,3
993,,2,male,1,0,S,False,Mr,2,2
994,,3,male,0,0,Q,False,Mr,1,0
995,,3,male,0,0,S,False,Mr,1,0
996,,3,female,1,1,C,False,Mrs,0,1
997,,3,male,0,0,S,False,Mr,2,2
998,,3,male,0,0,Q,False,Mr,0,0
999,,3,male,0,0,Q,False,Mr,1,0
1000,,3,male,0,0,S,False,Mr,1,1
1001,,2,male,0,0,S,True,Mr,0,1
1002,,2,male,0,0,C,False,Mr,3,2
1003,,3,female,0,0,Q,False,Miss,0,0
1004,,1,female,0,0,C,True,Miss,2,3
1005,,3,female,0,0,Q,False,Miss,0,0
1006,,1,female,1,0,S,True,Mrs,3,3
1007,,3,male,1,0,C,False,Mr,0,1
1008,,3,male,0,0,C,False,Mr,1,0
1009,,3,female,1,1,S,True,Miss,0,2
1010,,1,male,0,0,C,True,Mr,2,3
1011,,2,female,1,0,S,False,Mrs,2,2
1012,,2,female,0,0,S,False,Miss,0,2
1013,,3,male,1,0,Q,False,Mr,1,0
1014,,1,female,1,0,C,True,Mrs,2,3
1015,,3,male,0,0,S,False,Mr,2,0
1016,,3,male,0,0,Q,False,Mr,1,0
1017,,3,female,0,1,S,False,Miss,0,2
1018,,3,male,0,0,S,False,Mr,0,0
1019,,3,female,2,0,Q,False,Miss,0,2
1020,,2,male,0,0,S,False,Mr,3,1
1021,,3,male,0,0,S,False,Mr,1,1
1022,,3,male,0,0,S,False,Mr,2,1
1023,,1,male,0,0,C,True,Unique,3,2
1024,,3,female,0,4,S,False,Mrs,0,2
1025,,3,male,1,0,C,False,Mr,1,0
1026,,3,male,0,0,S,False,Mr,3,0
1027,,3,male,0,0,S,False,Mr,1,0
1028,,3,male,0,0,C,False,Mr,2,0
1029,,2,male,0,0,S,False,Mr,1,1
1030,,3,female,0,0,S,False,Miss,1,1
1031,,3,male,1,6,S,False,Mr,3,3
1032,,3,female,5,2,S,False,Miss,0,3
1033,,1,female,0,0,S,False,Miss,2,3
1034,,1,male,1,3,C,True,Mr,3,3
1035,,2,male,0,0,S,False,Mr,2,2
1036,,1,male,0,0,S,False,Mr,3,2
1037,,3,male,3,0,S,False,Mr,2,2
1038,,1,male,0,0,S,True,Mr,3,3
1039,,3,male,0,0,S,False,Mr,0,1
1040,,1,male,0,0,S,False,Mr,3,2
1041,,2,male,1,1,S,False,Unique,2,2
1042,,1,female,0,1,C,True,Mrs,1,3
1043,,3,male,0,0,C,False,Mr,1,0
1044,,3,male,0,0,S,False,Mr,3,1
1045,,3,female,0,2,S,False,Mrs,2,1
1046,,3,male,4,2,S,False,Master,0,3
1047,,3,male,0,0,S,False,Mr,1,0
1048,,1,female,0,0,S,True,Miss,2,3
1049,,3,female,0,0,S,False,Miss,1,0
1050,,1,male,0,0,S,True,Mr,3,2
1051,,3,female,0,2,S,False,Mrs,1,1
1052,,3,female,0,0,Q,False,Miss,0,0
1053,,3,male,1,1,C,False,Master,0,2
1054,,2,female,0,0,S,False,Miss,1,1
1055,,3,male,0,0,S,False,Mr,1,0
1056,,2,male,0,0,S,False,Unique,3,1
1057,,3,female,1,1,S,False,Mrs,1,2
1058,,1,male,0,0,C,True,Mr,3,3
1059,,3,male,2,2,S,False,Mr,0,3
1060,,1,female,0,0,C,False,Mrs,2,2
1061,,3,female,0,0,S,False,Miss,0,1
1062,,3,male,0,0,S,False,Mr,1,0
1063,,3,male,0,0,C,False,Mr,2,0
1064,,3,male,1,0,S,False,Mr,1,1
1065,,3,male,0,0,C,False,Mr,1,0
1066,,3,male,1,5,S,False,Mr,3,3
1067,,2,female,0,2,S,False,Miss,0,3
1068,,2,female,0,0,S,False,Miss,0,3
1069,,1,male,1,0,C,True,Mr,3,3
1070,,2,female,0,3,S,True,Mrs,2,3
1071,,1,female,0,2,C,True,Mrs,3,3
1072,,2,male,0,0,S,False,Mr,2,1
1073,,1,male,1,1,C,True,Mr,3,3
1074,,1,female,1,0,S,True,Mrs,0,3
1075,,3,male,0,0,Q,False,Mr,1,0
1076,,1,female,1,1,C,True,Mrs,2,3
1077,,2,male,0,0,S,False,Mr,3,2
1078,,2,female,0,1,S,False,Miss,0,2
1079,,3,male,2,0,S,False,Mr,0,1
1080,,3,female,8,2,S,False,Miss,0,3
